,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
136,C.R. Ramakrishnan,A Comprehensive Protocol Stack for Quantum Networks with a Global Entanglement Module,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
137,C.R. Ramakrishnan,A Comprehensive Protocol Stack for Quantum Networks with a Global Entanglement Module,Optimized distribution of entanglement graph states in quantum networks,"Professor of Computer Science, Stony Brook University",,,,,,
138,C.R. Ramakrishnan,A Comprehensive Protocol Stack for Quantum Networks with a Global Entanglement Module,Optimized distribution of entanglement graph states in quantum networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
139,C.R. Ramakrishnan,DQC-QR: Distributing and routing quantum circuits with minimum execution time,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor of Computer Science, Stony Brook University",,,,,,
140,C.R. Ramakrishnan,DQC-QR: Distributing and routing quantum circuits with minimum execution time,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
141,C.R. Ramakrishnan,Distributed quantum computation with minimum circuit execution time over quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor of Computer Science, Stony Brook University",,,,,,
142,C.R. Ramakrishnan,Distributed quantum computation with minimum circuit execution time over quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
143,Caitao Zhan, Efficient localization of multiple intruders in shared spectrum system,Selection of Sensors for Efficient Transmitter Localization,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
144,Caitao Zhan,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
145,Caitao Zhan,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Efficient Localization of Multiple Intruders in Shared Spectrum System,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
146,Caitao Zhan,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
147,Caitao Zhan,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Efficient Localization of Multiple Intruders in Shared Spectrum System,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
148,Caitao Zhan,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Selection of Sensors for Efficient Transmitter Localization,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
149,Caitao Zhan,Deepmtl: Deep learning based multiple transmitter localization,Efficient Localization of Multiple Intruders in Shared Spectrum System,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
150,Caitao Zhan,Deepmtl: Deep learning based multiple transmitter localization,Selection of Sensors for Efficient Transmitter Localization,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
151,Caitao Zhan,Design and simulation of the adaptive continuous entanglement generation protocol,Discrete Outcome Quantum Sensor Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
152,Caitao Zhan,Design and simulation of the adaptive continuous entanglement generation protocol,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
153,Caitao Zhan,Design and simulation of the adaptive continuous entanglement generation protocol,Optimized distribution of entanglement graph states in quantum networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
154,Caitao Zhan,Design and simulation of the adaptive continuous entanglement generation protocol,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
155,Caitao Zhan,Design and simulation of the adaptive continuous entanglement generation protocol,Quantum Sensor Network Algorithms for Transmitter Localization,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
156,Caitao Zhan,Design and simulation of the adaptive continuous entanglement generation protocol,Simulation of quantum transduction strategies for quantum networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
157,Caitao Zhan,Optimized distribution of entanglement graph states in quantum networks,Design and simulation of the adaptive continuous entanglement generation protocol,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
158,Caitao Zhan,Optimized distribution of entanglement graph states in quantum networks,Discrete Outcome Quantum Sensor Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
159,Caitao Zhan,Optimized distribution of entanglement graph states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
160,Caitao Zhan,Optimized distribution of entanglement graph states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
161,Caitao Zhan,Optimized distribution of entanglement graph states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
162,Caitao Zhan,Optimized distribution of entanglement graph states in quantum networks,Transmitter localization and optimizing initial state in classical/quantum sensor networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
163,Caitao Zhan,Optimizing initial state of detector sensors in quantum sensor networks,Discrete Outcome Quantum Sensor Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
164,Caitao Zhan,Quantum sensor network algorithms for transmitter localization,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
165,Caitao Zhan,Quantum sensor network algorithms for transmitter localization,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
166,Caitao Zhan,Quantum sensor network algorithms for transmitter localization,Discrete Outcome Quantum Sensor Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
167,Caitao Zhan,Quantum sensor network algorithms for transmitter localization,Efficient Localization of Multiple Intruders in Shared Spectrum System,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
168,Caitao Zhan,Quantum sensor network algorithms for transmitter localization,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
169,Caitao Zhan,Quantum sensor network algorithms for transmitter localization,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
170,Caitao Zhan,Selection of sensors for efficient transmitter localization,Efficient Localization of Multiple Intruders in Shared Spectrum System,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
171,Caitao Zhan,Simulation of a Heterogeneous Quantum Network,Design and simulation of the adaptive continuous entanglement generation protocol,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
172,Caitao Zhan,Simulation of a Heterogeneous Quantum Network,Discrete Outcome Quantum Sensor Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
173,Caitao Zhan,Simulation of a Heterogeneous Quantum Network,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
174,Caitao Zhan,Simulation of a Heterogeneous Quantum Network,InterQnet: A Heterogeneous Full-Stack Approach to Co-designing Scalable Quantum Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
175,Caitao Zhan,Simulation of a Heterogeneous Quantum Network,Optimized distribution of entanglement graph states in quantum networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
176,Caitao Zhan,Simulation of a Heterogeneous Quantum Network,Simulation of entanglement-enabled connectivity in qlans using sequence,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
177,Caitao Zhan,Simulation of a Heterogeneous Quantum Network,Simulation of quantum transduction strategies for quantum networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
178,Caitao Zhan,Simulation of entanglement-enabled connectivity in qlans using sequence,Discrete Outcome Quantum Sensor Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
179,Caitao Zhan,Simulation of entanglement-enabled connectivity in qlans using sequence,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
180,Caitao Zhan,Simulation of quantum transduction strategies for quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
181,Caitao Zhan,[BOOK][B] Transmitter localization and optimizing initial state in classical/quantum sensor networks,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
182,Caitao Zhan,[BOOK][B] Transmitter localization and optimizing initial state in classical/quantum sensor networks,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
183,Caitao Zhan,[BOOK][B] Transmitter localization and optimizing initial state in classical/quantum sensor networks,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
184,Caitao Zhan,[BOOK][B] Transmitter localization and optimizing initial state in classical/quantum sensor networks,Discrete Outcome Quantum Sensor Networks,Argonne National Lab,41.7177843,-87.9781814,DuPage County,,Illinois,United States
